id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL
4768,Snapshot,2.0,6.0,30.0,2010.0,Set Collection,Action / Dexterity,Rüdiger Dorn,https://boardgamegeek.com/boardgame/66116/snapshot
4769,KINMO,2.0,10.0,25.0,2015.0,"Hand Management, Set Collection, Take That","Animals, Bluffing, Card Game, Negotiation",Bruss Brussco,https://boardgamegeek.com/boardgame/179661/kinmo
4770,Pirates of Nassau,3.0,5.0,90.0,2012.0,"Area Movement, Dice Rolling","Nautical, Pirates","Richard Glazer, Tom Merrigan, Gabrio Tolentino",https://boardgamegeek.com/boardgame/104498/pirates-nassau
4771,Narvik,1.0,2.0,180.0,1974.0,Hex-and-Counter,"Wargame, World War II",Frank Chadwick,https://boardgamegeek.com/boardgame/8782/narvik
4772,Wherewolf,6.0,33.0,0.0,2009.0,"Acting, Variable Player Powers, Voting","Bluffing, Card Game, Deduction, Horror, Murder/Mystery, Party Game",Christian Zoli,https://boardgamegeek.com/boardgame/59335/wherewolf
4773,Tortuga,2.0,2.0,10.0,2007.0,none,"Abstract Strategy, Animals",Vincent Everaert,https://boardgamegeek.com/boardgame/27938/tortuga
4774,Continental Express,2.0,4.0,20.0,2014.0,"Card Drafting, Set Collection","Card Game, Trains",Charles Chevallier,https://boardgamegeek.com/boardgame/142432/continental-express
4775,The Sword and the Flame,0.0,0.0,60.0,1979.0,none,"Miniatures, Wargame",Larry V. Brom,https://boardgamegeek.com/boardgame/4292/sword-and-flame
4776,Golden Horn: Von Venedig nach Konstantinopel,2.0,4.0,45.0,2013.0,"Modular Board, Pick-up and Deliver, Set Collection","Medieval, Transportation",Leo Colovini,https://boardgamegeek.com/boardgame/134626/golden-horn-von-venedig-nach-konstantinopel
4777,Blocky Mountains,1.0,7.0,30.0,2014.0,"Co-operative Play, Modular Board","Action / Dexterity, Adventure",Gerhard Junker,https://boardgamegeek.com/boardgame/144223/blocky-mountains
4778,Oware,2.0,2.0,20.0,550.0,Point to Point Movement,Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/28302/oware
4779,String Railway: Transport,2.0,5.0,60.0,2011.0,"Pick-up and Deliver, Route/Network Building","Territory Building, Trains",Hisashi Hayashi,https://boardgamegeek.com/boardgame/100473/string-railway-transport
4780,The Daedalus Sentence,1.0,4.0,60.0,2016.0,"Action Point Allowance System, Co-operative Play, Hand Management, Simultaneous Action Selection","Adventure, Science Fiction","Tom Bleys, Ian Van Gemeren, Bart Waeterschoot",https://boardgamegeek.com/boardgame/140524/daedalus-sentence
4781,Dig Down Dwarf,2.0,4.0,15.0,2013.0,"Chit-Pull System, Dice Rolling, Press Your Luck, Set Collection",Dice,Jason Glover,https://boardgamegeek.com/boardgame/150364/dig-down-dwarf
4782,88.0,0.0,0.0,60.0,1980.0,Hex-and-Counter,"Wargame, World War II",James M. Day,https://boardgamegeek.com/boardgame/4289/88
4783,FAB: Golan '73,2.0,2.0,240.0,2016.0,"Action Point Allowance System, Area Movement, Chit-Pull System, Dice Rolling, Secret Unit Deployment, Simulation","Modern Warfare, Wargame","Michael Gustavsson, Rick Young",https://boardgamegeek.com/boardgame/129348/fab-golan-73
4784,Lutèce,2.0,5.0,90.0,2015.0,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection","Ancient, Card Game, Real-time",Nicolas Sato,https://boardgamegeek.com/boardgame/180921/lutece
4785,Deathwatch: Overkill,2.0,2.0,60.0,2016.0,"Dice Rolling, Modular Board, Variable Player Powers","Science Fiction, Wargame",none,https://boardgamegeek.com/boardgame/194081/deathwatch-overkill
4786,Lucca Città,3.0,5.0,30.0,2005.0,"Card Drafting, Set Collection","Card Game, Renaissance",Alessandro Zucchini,https://boardgamegeek.com/boardgame/19878/lucca-citta
4787,Mighty Empires,2.0,3.0,300.0,1990.0,none,"Fantasy, Territory Building, Wargame","Rick Priestley, Nigel Stillman",https://boardgamegeek.com/boardgame/52/mighty-empires
4788,Lion of Ethiopia,2.0,2.0,120.0,1990.0,Hex-and-Counter,Wargame,Michael Duffield,https://boardgamegeek.com/boardgame/5991/lion-ethiopia
4789,Starbase Jeff,2.0,4.0,60.0,1998.0,Tile Placement,"Abstract Strategy, Card Game, Print & Play, Science Fiction","James Ernest, Jim Geldmacher",https://boardgamegeek.com/boardgame/1257/starbase-jeff
4790,Cronberg,2.0,4.0,20.0,2003.0,"Area Enclosure, Tile Placement","City Building, Print & Play","Tobias Goslar, Roland Goslar",https://boardgamegeek.com/boardgame/6569/cronberg
4791,Manitou,2.0,4.0,45.0,1997.0,Hand Management,Card Game,Günter Burkhardt,https://boardgamegeek.com/boardgame/263/manitou
4792,Warzone (first edition),2.0,8.0,180.0,1996.0,"Action Point Allowance System, Dice Rolling, Secret Unit Deployment","Horror, Miniatures, Science Fiction, Wargame",Bill King,https://boardgamegeek.com/boardgame/9296/warzone-first-edition
4793,Cranium Turbo Edition,4.0,16.0,60.0,2004.0,"Acting, Paper-and-Pencil, Roll / Spin and Move, Singing",Party Game,"Whit Alexander, Richard Tait",https://boardgamegeek.com/boardgame/12875/cranium-turbo-edition
4794,Master of Economy,2.0,4.0,120.0,2010.0,"Auction/Bidding, Commodity Speculation, Hand Management, Partnerships, Simulation, Stock Holding, Trading, Variable Phase Order, Voting","Economic, Educational, Industry / Manufacturing, Math, Negotiation",Andrzej Kurek,https://boardgamegeek.com/boardgame/75441/master-economy
4795,Soulfall,2.0,4.0,45.0,2015.0,"Action Point Allowance System, Area Control / Area Influence","Card Game, Territory Building",John Clowdus,https://boardgamegeek.com/boardgame/175510/soulfall
4796,Waterloo: Napoleon's Last Battle,2.0,3.0,120.0,2002.0,none,"Card Game, Napoleonic, Wargame",Alexander S. Berg,https://boardgamegeek.com/boardgame/4425/waterloo-napoleons-last-battle
4797,MERCS,2.0,10.0,120.0,2010.0,"Dice Rolling, Simultaneous Action Selection, Variable Player Powers","Miniatures, Science Fiction, Wargame",Brian Shotton,https://boardgamegeek.com/boardgame/66986/mercs
4798,West of Africa,2.0,5.0,90.0,2016.0,"Area Control / Area Influence, Pick-up and Deliver, Point to Point Movement, Simultaneous Action Selection","Civilization, Economic, Farming",Martin Schlegel,https://boardgamegeek.com/boardgame/191038/west-africa
4799,Wings,1.0,4.0,120.0,1981.0,"Action / Movement Programming, Hex-and-Counter, Simultaneous Action Selection","Aviation / Flight, Wargame, World War I",S. Craig Taylor,https://boardgamegeek.com/boardgame/2742/wings
4800,Hawken: Real-Time Card Game,2.0,2.0,30.0,2014.0,"Campaign / Battle Card Driven, Hand Management, Simultaneous Action Selection","Card Game, Real-time, Science Fiction, Video Game Theme",Matt Hyra,https://boardgamegeek.com/boardgame/152952/hawken-real-time-card-game
4801,Adaptoid,2.0,2.0,20.0,2009.0,"Area Enclosure, Grid Movement",Abstract Strategy,Néstor Romeral Andrés,https://boardgamegeek.com/boardgame/51195/adaptoid
4802,Musketeers,2.0,4.0,40.0,1991.0,"Auction/Bidding, Hand Management, Simultaneous Action Selection","Bluffing, Card Game",Franz Josef Lamminger,https://boardgamegeek.com/boardgame/2179/musketeers
4803,Prussia's Glory II,1.0,2.0,90.0,2005.0,Hex-and-Counter,"Age of Reason, Wargame",Bob Kalinowski,https://boardgamegeek.com/boardgame/17395/prussias-glory-ii
4804,Achaia,2.0,5.0,90.0,2015.0,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Worker Placement","Ancient, Dice, Fantasy, Negotiation, Novel-based, Political",Krzysztof Wolicki,https://boardgamegeek.com/boardgame/177857/achaia
4805,oddball Äeronauts,2.0,2.0,20.0,2014.0,Hand Management,"Card Game, Fantasy",Nigel Pyne,https://boardgamegeek.com/boardgame/142687/oddball-aeronauts
4806,October War,2.0,2.0,120.0,1977.0,"Dice Rolling, Hex-and-Counter","Modern Warfare, Wargame",Irad B. Hardy,https://boardgamegeek.com/boardgame/5965/october-war
4807,Spires,1.0,4.0,30.0,2017.0,"Hand Management, Set Collection, Simultaneous Action Selection",Card Game,"T. C. Petty, III",https://boardgamegeek.com/boardgame/199908/spires
4808,Harpoon (1st & 3rd edition),2.0,2.0,180.0,1981.0,"Dice Rolling, Point to Point Movement, Secret Unit Deployment","Aviation / Flight, Modern Warfare, Nautical, Wargame",Larry Bond,https://boardgamegeek.com/boardgame/5928/harpoon-1st-3rd-edition
4809,Streams,1.0,99.0,10.0,2011.0,"Paper-and-Pencil, Pattern Building","Math, Number, Party Game, Puzzle",Yoshihisa Itsubaki,https://boardgamegeek.com/boardgame/103814/streams
4810,The Hobbit: The Desolation of Smaug,1.0,4.0,60.0,2013.0,"Co-operative Play, Dice Rolling, Hand Management","Adventure, Dice, Fantasy, Movies / TV / Radio theme",Reiner Knizia,https://boardgamegeek.com/boardgame/151310/hobbit-desolation-smaug
4811,Save Doctor Lucky,3.0,7.0,30.0,2000.0,none,"Bluffing, Murder/Mystery",James Ernest,https://boardgamegeek.com/boardgame/1157/save-doctor-lucky
4812,Dragon Run,2.0,5.0,15.0,2014.0,"Press Your Luck, Take That, Variable Player Powers","Dice, Fantasy","Ludovic Barbe, Bruno Cathala",https://boardgamegeek.com/boardgame/161138/dragon-run
4813,Sector 6,1.0,6.0,60.0,2017.0,"Area Enclosure, Grid Movement, Modular Board","Abstract Strategy, Maze",Jaime González García,https://boardgamegeek.com/boardgame/177844/sector-6
4814,Robot Master,1.0,4.0,15.0,2008.0,"Hand Management, Tile Placement","Card Game, Industry / Manufacturing, Math, Number, Science Fiction",Reiner Knizia,https://boardgamegeek.com/boardgame/37362/robot-master
4815,Circus Minimus,2.0,7.0,60.0,2000.0,Variable Player Powers,"Ancient, Fighting, Racing",Dean Essig,https://boardgamegeek.com/boardgame/843/circus-minimus
4816,Dog Royal,2.0,6.0,45.0,2012.0,"Hand Management, Partnerships",Racing,Johannes Schmidauer-König,https://boardgamegeek.com/boardgame/129615/dog-royal
4817,MotorChamp,2.0,8.0,120.0,2000.0,Roll / Spin and Move,"Racing, Sports",Albrecht Nolte,https://boardgamegeek.com/boardgame/2443/motorchamp
4818,Don't Tread On Me: The American Revolution Solitaire Board Game,1.0,1.0,240.0,2014.0,"Area Control / Area Influence, Area Movement, Chit-Pull System, Dice Rolling, Simulation","American Revolutionary War, Wargame",Ben Madison,https://boardgamegeek.com/boardgame/164655/dont-tread-me-american-revolution-solitaire-board
4819,Incorporated,2.0,4.0,180.0,2016.0,"Area Control / Area Influence, Auction/Bidding, Stock Holding, Worker Placement","Economic, Political",Can Adatepe,https://boardgamegeek.com/boardgame/210101/incorporated
4820,Cranium Scribblish,4.0,6.0,20.0,2009.0,"Dice Rolling, Line Drawing, Voting","Children's Game, Dice, Party Game",Brian Weinstock,https://boardgamegeek.com/boardgame/82610/cranium-scribblish
4821,Fantasy Pub,2.0,5.0,60.0,2003.0,"Area Movement, Dice Rolling, Roll / Spin and Move",Fantasy,Emanuele Ornella,https://boardgamegeek.com/boardgame/7976/fantasy-pub
4822,Le Bois des Couadsous,2.0,4.0,10.0,2015.0,"Hand Management, Memory, Set Collection",Memory,Blaise Muller,https://boardgamegeek.com/boardgame/180937/le-bois-des-couadsous
4823,Triumph & Glory: Battles of the Napoleonic Wars 1796-1809,2.0,2.0,360.0,2000.0,Hex-and-Counter,"Napoleonic, Wargame",Richard H. Berg,https://boardgamegeek.com/boardgame/7975/triumph-glory-battles-napoleonic-wars-1796-1809
4824,Battue: Storm of the Horse Lords,2.0,4.0,60.0,2007.0,none,"Fantasy, Wargame",Jim Long,https://boardgamegeek.com/boardgame/27823/battue-storm-horse-lords
4825,Cuisine a la Card,2.0,4.0,45.0,2015.0,"Deck / Pool Building, Hand Management",Card Game,Dani Demarest,https://boardgamegeek.com/boardgame/175541/cuisine-la-card
4826,Captain Park's Imaginary Polar Expedition,3.0,7.0,45.0,2002.0,Hand Management,none,James Ernest,https://boardgamegeek.com/boardgame/3133/captain-parks-imaginary-polar-expedition
4827,Battlecars,2.0,4.0,90.0,1983.0,"Modular Board, Point to Point Movement, Take That, Variable Player Powers","Dice, Fighting, Racing, Science Fiction","Gary Chalk, Ian Livingstone",https://boardgamegeek.com/boardgame/2368/battlecars
4828,Fifth Corps,2.0,2.0,120.0,1980.0,Hex-and-Counter,"Modern Warfare, Wargame",Jim Dunnigan,https://boardgamegeek.com/boardgame/7109/fifth-corps
4829,Blocks in the West,1.0,4.0,120.0,2013.0,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Emanuele Santandrea,https://boardgamegeek.com/boardgame/131393/blocks-west
4830,Flandern 1302,2.0,4.0,60.0,2004.0,"Area Control / Area Influence, Simultaneous Action Selection",Medieval,Wolfgang Panning,https://boardgamegeek.com/boardgame/13729/flandern-1302
4831,Batik,2.0,2.0,10.0,1997.0,Tile Placement,"Abstract Strategy, Action / Dexterity",Kris Burm,https://boardgamegeek.com/boardgame/3706/batik
4832,Sherlock 13,2.0,4.0,15.0,2013.0,none,"Card Game, Deduction",Hope S. Hwang,https://boardgamegeek.com/boardgame/149869/sherlock-13
4833,Cranium Whoonu,3.0,6.0,30.0,2005.0,none,"Card Game, Humor, Party Game","Whit Alexander, Richard Tait",https://boardgamegeek.com/boardgame/16035/cranium-whoonu
4834,Virulence: An Infectious Card Game,2.0,5.0,20.0,2016.0,"Auction/Bidding, Betting/Wagering, Deck / Pool Building, Dice Rolling, Hand Management, Press Your Luck, Set Collection, Simultaneous Action Selection, Variable Player Powers","Bluffing, Deduction, Dice, Medical, Number",John Coveyou,https://boardgamegeek.com/boardgame/202207/virulence-infectious-card-game
4835,Clacks: A Discworld Board Game,1.0,4.0,30.0,2015.0,"Action Point Allowance System, Co-operative Play, Pattern Building, Pattern Recognition, Take That",Novel-based,"Leonard Boyd, David Brashaw",https://boardgamegeek.com/boardgame/140279/clacks-discworld-board-game
4836,Iron and Oak,2.0,0.0,90.0,2013.0,"Area Movement, Dice Rolling","American Civil War, Civil War, Nautical, Wargame",James M. Day,https://boardgamegeek.com/boardgame/62226/iron-and-oak
4837,Bethel Woods,2.0,4.0,40.0,2016.0,"Co-operative Play, Set Collection, Variable Player Powers","Fantasy, Novel-based, Science Fiction",Shem Phillips,https://boardgamegeek.com/boardgame/192274/bethel-woods
4838,Lemminge,2.0,5.0,30.0,2014.0,Hand Management,"Animals, Card Game, Racing",Sebastian Bleasdale,https://boardgamegeek.com/boardgame/153004/lemminge
4839,Channel A,3.0,6.0,30.0,2012.0,"Acting, Storytelling, Voting","Card Game, Movies / TV / Radio theme, Party Game, Print & Play",Ewen Cluney,https://boardgamegeek.com/boardgame/134637/channel
4840,Profiler,3.0,8.0,30.0,2017.0,Co-operative Play,"Deduction, Negotiation, Party Game",Romaric Galonnier,https://boardgamegeek.com/boardgame/218126/profiler
4841,Paperclip Railways,2.0,5.0,45.0,2011.0,"Route/Network Building, Tile Placement","Card Game, Territory Building, Trains",Tony Boydell,https://boardgamegeek.com/boardgame/93400/paperclip-railways
4842,Activity 2,3.0,16.0,60.0,2002.0,"Acting, Co-operative Play",Party Game,"Ulrike Catty, Paul Catty, Hans Führer",https://boardgamegeek.com/boardgame/27451/activity-2
4843,Spexxx,2.0,4.0,60.0,2013.0,Dice Rolling,Dice,"Ruben Dijkstra, Ruurd Lammers",https://boardgamegeek.com/boardgame/150580/spexxx
4844,Panzerblitz: Hill of Death,2.0,2.0,0.0,2009.0,Hex-and-Counter,"Wargame, World War II",Darren Emge,https://boardgamegeek.com/boardgame/26745/panzerblitz-hill-death
4845,Columba,2.0,4.0,30.0,2012.0,"Area Control / Area Influence, Partnerships, Tile Placement","Abstract Strategy, Animals, Territory Building",Laurent Escoffier,https://boardgamegeek.com/boardgame/127432/columba
4846,Supernova,3.0,5.0,180.0,2008.0,"Auction/Bidding, Campaign / Battle Card Driven, Modular Board, Set Collection, Tile Placement","Science Fiction, Space Exploration","Oliver Harrison, Mike Roy",https://boardgamegeek.com/boardgame/24491/supernova
4847,Emergence Event,2.0,4.0,120.0,2015.0,"Area Control / Area Influence, Hand Management, Hex-and-Counter, Modular Board, Take That, Variable Player Powers","Card Game, Miniatures, Science Fiction, Space Exploration",Kenny Sims,https://boardgamegeek.com/boardgame/154857/emergence-event
4848,Venture Forth,2.0,4.0,60.0,2012.0,Route/Network Building,"Adventure, Mythology",Dan Manfredini,https://boardgamegeek.com/boardgame/91050/venture-forth
4849,Hoyuk,2.0,5.0,60.0,2006.0,"Action Point Allowance System, Modular Board, Simulation, Tile Placement","Ancient, City Building, Negotiation, Prehistoric, Print & Play",Pierre Canuel,https://boardgamegeek.com/boardgame/24270/hoyuk
4850,Shanghai Trader,3.0,6.0,240.0,1986.0,"Tile Placement, Trading","Economic, Political","Steve Barnes (I), Dave O'Connor, Steve Utick, Peter Wyche",https://boardgamegeek.com/boardgame/796/shanghai-trader
4851,The Lord of the Rings: The Mines of Moria,2.0,2.0,0.0,2005.0,Dice Rolling,"Fantasy, Fighting, Maze, Miniatures, Movies / TV / Radio theme, Novel-based, Wargame",(Uncredited),https://boardgamegeek.com/boardgame/20044/lord-rings-mines-moria
4852,The Treasure of Isla Tortuga,2.0,4.0,20.0,2016.0,Press Your Luck,"Card Game, Party Game, Pirates",Leandro Félix,https://boardgamegeek.com/boardgame/209289/treasure-isla-tortuga
4853,Bomarzo,2.0,4.0,60.0,2015.0,"Action Point Allowance System, Modular Board, Variable Player Powers, Worker Placement","City Building, Medieval, Mythology, Renaissance",Stefano Castelli,https://boardgamegeek.com/boardgame/172206/bomarzo
4854,Byzantio,2.0,4.0,60.0,2013.0,"Area Control / Area Influence, Area Movement, Dice Rolling, Paper-and-Pencil, Secret Unit Deployment","Bluffing, Deduction, Fantasy, Medieval","Alexander Boucharelis, Lefteris Iroglidis, Anestis Iroglidis",https://boardgamegeek.com/boardgame/98739/byzantio
4855,Who? What? Where?,3.0,10.0,30.0,2003.0,"Line Drawing, Paper-and-Pencil","Deduction, Humor, Party Game","Michelle Harp, Jason Kraput, Craig Parsons",https://boardgamegeek.com/boardgame/9288/who-what-where
4856,Dead Man's Hand,2.0,6.0,45.0,2013.0,"Dice Rolling, Point to Point Movement","American West, Miniatures","Stuart McCorquodale, Mark Wheatley",https://boardgamegeek.com/boardgame/146207/dead-mans-hand
4857,Tales & Games: The Pied Piper,2.0,5.0,20.0,2016.0,"Action / Movement Programming, Hand Management, Player Elimination, Take That",Children's Game,Agnès Largeaud,https://boardgamegeek.com/boardgame/189056/tales-games-pied-piper
4858,"I Ain't Been Shot, Mum",2.0,6.0,120.0,2002.0,"Roll / Spin and Move, Simulation, Variable Phase Order","Miniatures, Wargame, World War II","Richard Clarke, Nick Skinner",https://boardgamegeek.com/boardgame/22029/i-aint-been-shot-mum
4859,The Game of Y,2.0,2.0,20.0,1960.0,"Paper-and-Pencil, Pattern Building",Abstract Strategy,"Ea Ea, Charles Titus",https://boardgamegeek.com/boardgame/5242/game-y
4860,Soldier Kings,2.0,8.0,240.0,2002.0,"Point to Point Movement, Variable Player Powers","Age of Reason, Wargame",Robert G. Markham,https://boardgamegeek.com/boardgame/2997/soldier-kings
4861,EVE: Conquests,2.0,4.0,120.0,2009.0,"Area Enclosure, Area Movement, Dice Rolling, Hand Management, Pattern Recognition, Route/Network Building, Time Track, Variable Phase Order","Civilization, Negotiation, Political, Science Fiction, Space Exploration, Territory Building, Video Game Theme",Pétur Örn Þórarinsson,https://boardgamegeek.com/boardgame/38703/eve-conquests
