id,Last Name,First Name,Congress Number,Year at Start of Congress,State Code,Chamber of Congress,Congressional District,Party,Year First Elected,Gender,Size of House Delegation from Member's State,Race,Total Bills Sponsored,Total Bills with Action in Committee,Total Bills with Action Beyond Committee,Total Bills Passed Chamber,Total Bills Became Law,Picture
4368,Warner,Mark,114.0,2015.0,VA,Senate,0.0,Democrat,2008.0,Male,11.0,Caucasian,23.0,4.0,1.0,0.0,0.0,https://www.congress.gov/img/member/w000805_200.jpg
4369,Warren,Elizabeth,114.0,2015.0,MA,Senate,0.0,Democrat,2012.0,Female,9.0,Caucasian,26.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/w000817_200.jpg
4370,Wasserman Schultz,Debbie,114.0,2015.0,FL,House of Representative,23.0,Democrat,2004.0,Female,27.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_fl_23_wassermanschultz_debbie_200.jpg
4371,Waters,Maxine,114.0,2015.0,CA,House of Representative,43.0,Democrat,1990.0,Female,53.0,African-American,28.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_43_waters_maxine_200.jpg
4372,Watson Coleman,Bonnie,114.0,2015.0,NJ,House of Representative,12.0,Democrat,2014.0,Female,12.0,African-American,17.0,3.0,3.0,3.0,0.0,https://www.congress.gov/img/member/114_rp_nj_12_watsoncoleman_bonnie_200.jpg
4373,Weber,Randy,114.0,2015.0,TX,House of Representative,14.0,Republican,2012.0,Male,36.0,Caucasian,12.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_tx_14_weber_randy_200.jpg
4374,Webster,Daniel,114.0,2015.0,FL,House of Representative,10.0,Republican,2010.0,Male,27.0,Caucasian,3.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_fl_10_webster_daniel_200.jpg
4375,Welch,Peter,114.0,2015.0,VT,House of Representative,1.0,Democrat,2006.0,Male,1.0,Caucasian,18.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_vt_0_welch_peter_200.jpg
4376,Wenstrup,Brad,114.0,2015.0,OH,House of Representative,2.0,Republican,2012.0,Male,16.0,Caucasian,12.0,6.0,4.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_oh_2_wenstrup_brad_200.jpg
4377,Westerman,Bruce,114.0,2015.0,AR,House of Representative,4.0,Republican,2014.0,Male,4.0,Caucasian,8.0,2.0,2.0,2.0,1.0,https://www.congress.gov/img/member/114_rp_ar_4_westerman_bruce_200.jpg
4378,Westmoreland,Lynn,114.0,2015.0,GA,House of Representative,3.0,Republican,2004.0,Male,14.0,Caucasian,9.0,2.0,2.0,0.0,0.0,https://www.congress.gov/img/member/w000796_200.jpg
4379,Whitehouse,Sheldon,114.0,2015.0,RI,Senate,0.0,Democrat,2006.0,Male,2.0,Caucasian,35.0,3.0,3.0,3.0,3.0,https://www.congress.gov/img/member/w000802_200.jpg
4380,Whitfield,Ed,114.0,2015.0,KY,House of Representative,1.0,Republican,1994.0,Male,6.0,Caucasian,7.0,3.0,3.0,2.0,0.0,https://www.congress.gov/img/member/w000413_200.jpg
4381,Wicker,Roger,114.0,2015.0,MS,Senate,0.0,Republican,2007.0,Male,4.0,Caucasian,20.0,8.0,10.0,6.0,3.0,https://www.congress.gov/img/member/115_sr_ms_wicker_roger_200.jpg
4382,Williams,Roger,114.0,2015.0,TX,House of Representative,25.0,Republican,2012.0,Male,36.0,Caucasian,16.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_tx_25_williams_roger_200.jpg
4383,Wilson,Frederica,114.0,2015.0,FL,House of Representative,24.0,Democrat,2010.0,Female,27.0,African-American,17.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_fl_24_wilson_frederica_200.jpg
4384,Wilson,Joe,114.0,2015.0,SC,House of Representative,2.0,Republican,2001.0,Male,7.0,Caucasian,8.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_sc_2_wilson_joe_200.jpg
4385,Wittman,Robert,114.0,2015.0,VA,House of Representative,1.0,Republican,2007.0,Male,11.0,Caucasian,14.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_va_1_wittman_robert_200.jpg
4386,Womack,Steve,114.0,2015.0,AR,House of Representative,3.0,Republican,2010.0,Male,4.0,Caucasian,9.0,2.0,2.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ar_3_womack_steve_200.jpg
4387,Woodall,Rob,114.0,2015.0,GA,House of Representative,7.0,Republican,2010.0,Male,14.0,Caucasian,4.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ga_7_woodall_rob_200.jpg
4388,Wyden,Ron,114.0,2015.0,OR,Senate,0.0,Democrat,1996.0,Male,5.0,Caucasian,72.0,19.0,8.0,5.0,5.0,https://www.congress.gov/img/member/115_sr_or_wyden_ron_200.jpg
4389,Yarmuth,John,114.0,2015.0,KY,House of Representative,3.0,Democrat,2006.0,Male,6.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ky_3_yarmuth_john_200.jpg
4390,Yoder,Kevin,114.0,2015.0,KS,House of Representative,3.0,Republican,2010.0,Male,4.0,Caucasian,5.0,2.0,2.0,1.0,0.0,https://www.congress.gov/img/member/115_rp_ks_3_yoder_kevin_200.jpg
4391,Yoho,Ted,114.0,2015.0,FL,House of Representative,3.0,Republican,2012.0,Male,27.0,Caucasian,11.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_fl_3_yoho_ted_200.jpg
4392,Young,David,114.0,2015.0,IA,House of Representative,3.0,Republican,2014.0,Male,4.0,Caucasian,11.0,3.0,3.0,3.0,1.0,https://www.congress.gov/img/member/114_rp_ia_3_young_david_200.jpg
4393,Young,Don,114.0,2015.0,AK,House of Representative,1.0,Republican,1973.0,Male,1.0,Caucasian,63.0,11.0,7.0,4.0,0.0,https://www.congress.gov/img/member/115_rp_ak_0_young_don_200.jpg
4394,Young,Todd,114.0,2015.0,IN,House of Representative,9.0,Republican,2010.0,Male,9.0,Caucasian,23.0,4.0,5.0,4.0,0.0,https://www.congress.gov/img/member/y000064_200.jpg
4395,Zeldin,Lee,114.0,2015.0,NY,House of Representative,1.0,Republican,2014.0,Male,27.0,Caucasian,12.0,6.0,4.0,4.0,0.0,https://www.congress.gov/img/member/114_rp_ny_1_zeldin_lee_200.jpg
4396,Zinke,Ryan,114.0,2015.0,MT,House of Representative,1.0,Republican,2014.0,Male,1.0,Caucasian,19.0,6.0,5.0,2.0,0.0,https://www.congress.gov/img/member/z000018_200.jpg
4397,Abraham,Ralph,115.0,2017.0,LA,House of Representative,5.0,Republican,2014.0,Male,6.0,Caucasian,9.0,2.0,2.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_la_5_abraham_ralph_200.jpg
4398,Adams,Alma,115.0,2017.0,NC,House of Representative,12.0,Democrat,2012.0,Female,13.0,African-American,16.0,1.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_nc_12_adams_alma_200.jpg
4399,Aderholt,Robert,115.0,2017.0,AL,House of Representative,4.0,Republican,1996.0,Male,7.0,Caucasian,2.0,0.0,2.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_al_4_aderholt_robert_200.jpg
4400,Aguilar,Pete,115.0,2017.0,CA,House of Representative,31.0,Democrat,2014.0,Male,53.0,Latino/a,11.0,3.0,3.0,3.0,1.0,https://www.congress.gov/img/member/114_rp_ca_31_aguilar_pete_200.jpg
4401,Alexander,Lamar,115.0,2017.0,TN,Senate,0.0,Republican,2002.0,Male,9.0,Caucasian,20.0,7.0,10.0,3.0,2.0,https://www.congress.gov/img/member/a000360_200.jpg
4402,Allen,Rick,115.0,2017.0,GA,House of Representative,12.0,Republican,2014.0,Male,14.0,Caucasian,4.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_ga_12_allen_rick_200.jpg
4403,Amash,Justin,115.0,2017.0,MI,House of Representative,3.0,Republican,2010.0,Male,14.0,Caucasian,7.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/115_rp_mi_3_amash_justin_200.jpg
4404,Amodei,Mark,115.0,2017.0,NV,House of Representative,2.0,Republican,2011.0,Male,4.0,Caucasian,13.0,4.0,4.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_nv_2_amodei_mark_200.jpg
4405,Arrington,Jodey,115.0,2017.0,TX,House of Representative,19.0,Republican,2016.0,Male,36.0,Caucasian,7.0,4.0,4.0,2.0,1.0,https://www.congress.gov/img/member/115_rp_tx_19_arrington_jodey_200.jpg
4406,Babin,Brian,115.0,2017.0,TX,House of Representative,36.0,Republican,2014.0,Male,36.0,Caucasian,21.0,3.0,2.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_tx_36_babin_brian_200.jpg
4407,Bacon,Don,115.0,2017.0,NE,House of Representative,2.0,Republican,2016.0,Male,3.0,Caucasian,18.0,2.0,5.0,5.0,0.0,https://www.congress.gov/img/member/115_rp_ne_2_bacon_don_200.jpg
4408,Baldwin,Tammy,115.0,2017.0,WI,Senate,0.0,Democrat,2012.0,Female,8.0,Caucasian,60.0,6.0,4.0,3.0,1.0,https://www.congress.gov/img/member/b001230_200.jpg
4409,Banks,Jim,115.0,2017.0,IN,House of Representative,3.0,Republican,2016.0,Male,9.0,Caucasian,16.0,3.0,2.0,2.0,1.0,https://www.congress.gov/img/member/115_rp_in_3_banks_jim_200.jpg
4410,Barletta,Lou,115.0,2017.0,PA,House of Representative,11.0,Republican,2010.0,Male,18.0,Caucasian,18.0,7.0,10.0,7.0,2.0,https://www.congress.gov/img/member/b001269_200.jpg
4411,Barr,Andy,115.0,2017.0,KY,House of Representative,6.0,Republican,2012.0,Male,6.0,Caucasian,26.0,11.0,10.0,8.0,1.0,https://www.congress.gov/img/member/114_rp_ky_6_barr_andy_200.jpg
4412,Barragan,Nanette,115.0,2017.0,CA,House of Representative,44.0,Democrat,2016.0,Female,53.0,Caucasian,13.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/115_rp_ca_44_barragn_nanette_200.jpg
4413,Barrasso,John,115.0,2017.0,WY,Senate,0.0,Republican,2007.0,Male,1.0,Caucasian,28.0,15.0,9.0,4.0,1.0,https://www.congress.gov/img/member/b001261_200.jpg
4414,Barton,Joe,115.0,2017.0,TX,House of Representative,6.0,Republican,1984.0,Male,36.0,Caucasian,7.0,2.0,4.0,3.0,1.0,https://www.congress.gov/img/member/115_rp_tx_6_barton_joe_200.jpg
4415,Bass,Karen,115.0,2017.0,CA,House of Representative,37.0,Democrat,2010.0,Female,53.0,African-American,14.0,2.0,2.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_ca_37_bass_karen_200.jpg
4416,Beatty,Joyce,115.0,2017.0,OH,House of Representative,3.0,Democrat,2012.0,Female,16.0,African-American,12.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_oh_3_beatty_joyce_200.jpg
4417,Bennet,Michael,115.0,2017.0,CO,Senate,0.0,Democrat,2009.0,Male,7.0,Caucasian,41.0,6.0,2.0,0.0,0.0,https://www.congress.gov/img/member/b001267_200.jpg
4418,Bera,Ami,115.0,2017.0,CA,House of Representative,7.0,Democrat,2012.0,Male,53.0,Asian-American,12.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_7_bera_ami_200.jpg
4419,Bergman,Jack,115.0,2017.0,MI,House of Representative,1.0,Republican,2016.0,Male,14.0,Caucasian,10.0,6.0,4.0,3.0,0.0,https://www.congress.gov/img/member/115_rp_mi_1_bergman_jack_200.jpg
4420,Beyer,Don,115.0,2017.0,VA,House of Representative,8.0,Democrat,2014.0,Male,11.0,Caucasian,17.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_va_8_beyer_donald_200.jpg
4421,Biggs,Andy,115.0,2017.0,AZ,House of Representative,5.0,Republican,2016.0,Male,9.0,Caucasian,26.0,3.0,2.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_az_5_biggs_andy_200.jpg
4422,Bilirakis,Gus,115.0,2017.0,FL,House of Representative,12.0,Republican,2006.0,Male,27.0,Caucasian,38.0,6.0,7.0,4.0,1.0,https://www.congress.gov/img/member/114_rp_fl_12_bilirakis_gus_200.jpg
4423,Bishop,Mike,115.0,2017.0,MI,House of Representative,8.0,Republican,2014.0,Male,14.0,Caucasian,21.0,5.0,5.0,5.0,1.0,https://www.congress.gov/img/member/114_rp_mi_8_bishop_mike_200.jpg
4424,Bishop,Rob,115.0,2017.0,UT,House of Representative,1.0,Republican,2002.0,Male,4.0,Caucasian,22.0,11.0,12.0,5.0,1.0,https://www.congress.gov/img/member/114_rp_ut_1_bishop_rob_200.jpg
4425,Bishop,Sanford,115.0,2017.0,GA,House of Representative,2.0,Democrat,1992.0,Male,14.0,African-American,4.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/b000490_200.jpg
4426,Black,Diane,115.0,2017.0,TN,House of Representative,6.0,Republican,2010.0,Female,9.0,Caucasian,25.0,2.0,2.0,1.0,0.0,https://www.congress.gov/img/member/b001273_200.jpg
4427,Blackburn,Marsha,115.0,2017.0,TN,House of Representative,7.0,Republican,2002.0,Female,9.0,Caucasian,29.0,5.0,7.0,5.0,1.0,https://www.congress.gov/img/member/b001243_200.jpg
4428,Blum,Rod,115.0,2017.0,IA,House of Representative,1.0,Republican,2014.0,Male,4.0,Caucasian,12.0,3.0,4.0,3.0,1.0,https://www.congress.gov/img/member/114_rp_ia_1_blum_rod_200.jpg
4429,Blumenauer,Earl,115.0,2017.0,OR,House of Representative,3.0,Democrat,1996.0,Male,5.0,Caucasian,29.0,2.0,2.0,1.0,0.0,https://www.congress.gov/img/member/b000574_200.jpg
4430,Blumenthal,Richard,115.0,2017.0,CT,Senate,0.0,Democrat,2010.0,Male,5.0,Caucasian,60.0,4.0,1.0,1.0,0.0,https://www.congress.gov/img/member/b001277_200.jpg
4431,Blunt,Roy,115.0,2017.0,MO,Senate,0.0,Republican,2010.0,Male,8.0,Caucasian,34.0,9.0,10.0,6.0,3.0,https://www.congress.gov/img/member/b000575_200.jpg
4432,Blunt Rochester,Lisa,115.0,2017.0,DE,House of Representative,1.0,Democrat,2016.0,Female,1.0,African-American,7.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_de_0_bluntrochester_lisa_200.jpg
4433,Bonamici,Suzanne,115.0,2017.0,OR,House of Representative,1.0,Democrat,2012.0,Female,5.0,Caucasian,19.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_or_1_bonamici_suzanne_200.jpg
4434,Booker,Cory,115.0,2017.0,NJ,Senate,0.0,Democrat,2013.0,Male,12.0,African-American,68.0,3.0,3.0,0.0,0.0,https://www.congress.gov/img/member/b001288_200.jpg
4435,Boozman,John,115.0,2017.0,AR,Senate,0.0,Republican,2010.0,Male,4.0,Caucasian,16.0,2.0,3.0,2.0,2.0,https://www.congress.gov/img/member/b001236_200.jpg
4436,Bordallo,Madeleine,115.0,2017.0,GU,House of Representative,1.0,Democrat,2002.0,Female,1.0,Caucasian,16.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/b001245_200.jpg
4437,Bost,Mike,115.0,2017.0,IL,House of Representative,12.0,Republican,2014.0,Male,18.0,Caucasian,11.0,5.0,4.0,4.0,3.0,https://www.congress.gov/img/member/114_rp_il_12_bost_mike_200.jpg
4438,Boyle,Brendan,115.0,2017.0,PA,House of Representative,13.0,Democrat,2014.0,Male,18.0,Caucasian,19.0,2.0,2.0,2.0,1.0,https://www.congress.gov/img/member/114_rp_pa_13_boyle_brendan_200.jpg
4439,Brady,Kevin,115.0,2017.0,TX,House of Representative,8.0,Republican,1996.0,Male,36.0,Caucasian,9.0,2.0,4.0,4.0,3.0,https://www.congress.gov/img/member/114_rp_tx_8_brady_kevin_200.jpg
4440,Brady,Robert,115.0,2017.0,PA,House of Representative,1.0,Democrat,1998.0,Male,18.0,Caucasian,4.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/b001227_200.jpg
4441,Brat,Dave,115.0,2017.0,VA,House of Representative,7.0,Republican,2012.0,Male,11.0,Caucasian,23.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_va_7_brat_dave_200.jpg
4442,Bridenstine,Jim,115.0,2017.0,OK,House of Representative,1.0,Republican,2012.0,Male,5.0,Caucasian,0.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/b001283_200.jpg
4443,Brooks,Mo,115.0,2017.0,AL,House of Representative,5.0,Republican,2010.0,Male,7.0,Caucasian,9.0,2.0,2.0,2.0,1.0,https://www.congress.gov/img/member/114_rp_al_5_brooks_mo_200.jpg
4444,Brooks,Susan,115.0,2017.0,IN,House of Representative,5.0,Republican,2012.0,Female,9.0,Caucasian,16.0,5.0,6.0,6.0,2.0,https://www.congress.gov/img/member/114_rp_in_5_brooks_susan_200.jpg
4445,Brown,Anthony,115.0,2017.0,MD,House of Representative,4.0,Democrat,2016.0,Male,8.0,African-American,22.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/115_rp_md_4_brown_anthony_200.jpg
4446,Brown,Sherrod,115.0,2017.0,OH,Senate,0.0,Democrat,2006.0,Male,16.0,Caucasian,62.0,6.0,1.0,1.0,1.0,https://www.congress.gov/img/member/115_sr_oh_brown_sherrod_200.jpg
4447,Brownley,Julia,115.0,2017.0,CA,House of Representative,26.0,Democrat,2012.0,Female,53.0,Caucasian,30.0,5.0,3.0,2.0,1.0,https://www.congress.gov/img/member/114_rp_ca_26_brownley_julia_200.jpg
4448,Buchanan,Vern,115.0,2017.0,FL,House of Representative,16.0,Republican,2006.0,Male,27.0,Caucasian,17.0,2.0,3.0,3.0,0.0,https://www.congress.gov/img/member/114_rp_fl_16_buchanan_vern_200.jpg
4449,Buck,Ken,115.0,2017.0,CO,House of Representative,4.0,Republican,2014.0,Male,7.0,Caucasian,9.0,3.0,3.0,3.0,0.0,https://www.congress.gov/img/member/114_rp_co_4_buck_ken_200.jpg
4450,Bucshon,Larry,115.0,2017.0,IN,House of Representative,8.0,Republican,2010.0,Male,9.0,Caucasian,16.0,3.0,4.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_in_8_bucshon_larry_200.jpg
4451,Budd,Ted,115.0,2017.0,NC,House of Representative,13.0,Republican,2016.0,Male,13.0,Caucasian,25.0,4.0,4.0,2.0,0.0,https://www.congress.gov/img/member/115_rp_nc_13_budd_ted_200.jpg
4452,Burgess,Michael,115.0,2017.0,TX,House of Representative,26.0,Republican,2002.0,Male,36.0,Caucasian,30.0,7.0,8.0,3.0,1.0,https://www.congress.gov/img/member/114_rp_tx_26_burgess_michael_200.jpg
4453,Burr,Richard,115.0,2017.0,NC,Senate,0.0,Republican,2004.0,Male,13.0,Caucasian,23.0,5.0,6.0,0.0,0.0,https://www.congress.gov/img/member/115_sr_nc_burr_richard_200.jpg
4454,Bustos,Cheri,115.0,2017.0,IL,House of Representative,17.0,Democrat,2012.0,Female,18.0,Caucasian,22.0,5.0,5.0,5.0,3.0,https://www.congress.gov/img/member/114_rp_il_17_bustos_cheri_200.jpg
4455,Butterfield,G.,115.0,2017.0,NC,House of Representative,1.0,Democrat,2004.0,Male,13.0,African-American,3.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_nc_1_butterfield_g_200.jpg
4456,Byrne,Bradley,115.0,2017.0,AL,House of Representative,1.0,Republican,2012.0,Male,7.0,Caucasian,10.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_al_1_byrne_bradley_200.jpg
4457,Calvert,Ken,115.0,2017.0,CA,House of Representative,42.0,Republican,1992.0,Male,53.0,Caucasian,16.0,2.0,4.0,3.0,0.0,https://www.congress.gov/img/member/115_rp_ca_42_calvert_ken_200.jpg
4458,Cantwell,Maria,115.0,2017.0,WA,Senate,0.0,Democrat,2000.0,Female,10.0,Caucasian,36.0,10.0,9.0,3.0,0.0,https://www.congress.gov/img/member/115_sr_wa_cantwell_maria_200.jpg
4459,Capito,Shelley,115.0,2017.0,WV,Senate,0.0,Republican,2014.0,Female,3.0,Caucasian,22.0,6.0,5.0,1.0,1.0,https://www.congress.gov/img/member/c001047_200.jpg
4460,Capuano,Michael,115.0,2017.0,MA,House of Representative,7.0,Democrat,1998.0,Male,9.0,Caucasian,23.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/c001037_200.jpg
4461,Carbajal,Salud,115.0,2017.0,CA,House of Representative,24.0,Democrat,2016.0,Male,53.0,Latino/a,16.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_ca_24_carbajal_salud_200.jpg
4462,Cardenas,Tony,115.0,2017.0,CA,House of Representative,29.0,Democrat,2012.0,Male,53.0,Latino/a,17.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_29_crdenas_antonio_200.jpg
4463,Cardin,Benjamin,115.0,2017.0,MD,Senate,0.0,Democrat,2006.0,Male,8.0,Caucasian,57.0,12.0,11.0,2.0,1.0,https://www.congress.gov/img/member/115_sr_md_cardin_benjamin_200.jpg
4464,Carper,Thomas,115.0,2017.0,DE,Senate,0.0,Democrat,2000.0,Male,1.0,Caucasian,18.0,4.0,4.0,3.0,0.0,https://www.congress.gov/img/member/115_sr_de_carper_thomas_200.jpg
4465,Carson,Andre,115.0,2017.0,IN,House of Representative,7.0,Democrat,2008.0,Male,9.0,African-American,15.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_in_7_carson_andr_200.jpg
4466,Carter,Buddy,115.0,2017.0,GA,House of Representative,1.0,Republican,2014.0,Male,14.0,Caucasian,18.0,5.0,7.0,6.0,2.0,https://www.congress.gov/img/member/114_rp_ga_1_carter_earl_200.jpg
4467,Carter,John,115.0,2017.0,TX,House of Representative,31.0,Republican,2002.0,Male,36.0,Caucasian,6.0,3.0,5.0,3.0,1.0,https://www.congress.gov/img/member/114_rp_tx_31_carter_john_200.jpg
4468,Cartwright,Matt,115.0,2017.0,PA,House of Representative,17.0,Democrat,2012.0,Male,18.0,Caucasian,64.0,5.0,4.0,2.0,1.0,https://www.congress.gov/img/member/114_rp_pa_17_cartwright_matt_200.jpg
4469,Casey,Robert,115.0,2017.0,PA,Senate,0.0,Democrat,2006.0,Male,18.0,Caucasian,68.0,7.0,4.0,4.0,1.0,https://www.congress.gov/img/member/c001070_200.jpg
4470,Cassidy,Bill,115.0,2017.0,LA,Senate,0.0,Republican,2014.0,Male,6.0,Caucasian,54.0,11.0,7.0,5.0,3.0,https://www.congress.gov/img/member/c001075_200.jpg
4471,Castor,Kathy,115.0,2017.0,FL,House of Representative,14.0,Democrat,2006.0,Female,27.0,Caucasian,9.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_fl_14_castor_kathy_200.jpg
4472,Castro,Joaquin,115.0,2017.0,TX,House of Representative,20.0,Democrat,2012.0,Male,36.0,Latino/a,13.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_tx_20_castro_joaquin_200.jpg
4473,Chabot,Steve,115.0,2017.0,OH,House of Representative,1.0,Republican,2010.0,Male,16.0,Caucasian,26.0,8.0,11.0,9.0,3.0,https://www.congress.gov/img/member/115_rp_oh_1_chabot_steve_200.jpg
4474,Chaffetz,Jason,115.0,2017.0,UT,House of Representative,3.0,Republican,2008.0,Male,4.0,Caucasian,15.0,4.0,4.0,1.0,0.0,https://www.congress.gov/img/member/c001076_200.jpg
4475,Cheney,Liz,115.0,2017.0,WY,House of Representative,1.0,Republican,2016.0,Female,1.0,Caucasian,9.0,5.0,5.0,1.0,0.0,https://www.congress.gov/img/member/115_RP_WY_0_Cheney_Liz.jpg
4476,Chu,Judy,115.0,2017.0,CA,House of Representative,27.0,Democrat,2009.0,Female,53.0,Asian-American,21.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_ca_27_chu_judy_200.jpg
4477,Cicilline,David,115.0,2017.0,RI,House of Representative,1.0,Democrat,2010.0,Male,2.0,Caucasian,48.0,5.0,3.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_ri_1_cicilline_david_200.jpg
4478,Clark,Katherine,115.0,2017.0,MA,House of Representative,5.0,Democrat,2012.0,Female,9.0,Caucasian,17.0,2.0,2.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ma_5_clark_katherine_200.jpg
4479,Clarke,Yvette,115.0,2017.0,NY,House of Representative,9.0,Democrat,2006.0,Female,27.0,African-American,22.0,2.0,2.0,2.0,1.0,https://www.congress.gov/img/member/114_rp_ny_9_clarke_yvette_200.jpg
4480,Clay,Wm.,115.0,2017.0,MO,House of Representative,1.0,Democrat,2000.0,Male,8.0,African-American,7.0,3.0,4.0,2.0,1.0,https://www.congress.gov/img/member/114_rp_mo_1_clay_wm_200.jpg
4481,Cleaver,Emanuel,115.0,2017.0,MO,House of Representative,5.0,Democrat,2004.0,Male,8.0,African-American,1.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_mo_5_cleaver_emanuel_200.jpg
4482,Clyburn,James,115.0,2017.0,SC,House of Representative,6.0,Democrat,1992.0,Male,7.0,African-American,9.0,2.0,3.0,3.0,1.0,https://www.congress.gov/img/member/115_rp_sc_6_clyburn_james_200.jpg
4483,Cochran,Thad,115.0,2017.0,MS,Senate,0.0,Republican,1978.0,Male,4.0,Caucasian,3.0,2.0,2.0,0.0,0.0,https://www.congress.gov/img/member/114_sr_ms_cochran_thad_200.jpg
4484,Coffman,Mike,115.0,2017.0,CO,House of Representative,6.0,Republican,2008.0,Male,7.0,Caucasian,24.0,7.0,6.0,6.0,3.0,https://www.congress.gov/img/member/114_rp_co_6_coffman_mike_200.jpg
4485,Cohen,Steve,115.0,2017.0,TN,House of Representative,9.0,Democrat,2006.0,Male,9.0,Caucasian,29.0,2.0,2.0,2.0,2.0,https://www.congress.gov/img/member/114_rp_tn_9_cohen_steve_200.jpg
4486,Cole,Tom,115.0,2017.0,OK,House of Representative,4.0,Republican,2002.0,Male,5.0,American-Indian,11.0,2.0,5.0,2.0,1.0,https://www.congress.gov/img/member/114_rp_ok_4_cole_tom_200.jpg
